Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,GPS_Location,Transaction_Hour,Transaction_Day,Transaction_Month,Amount_Balance_Ratio,High_Amount_Flag,High_Velocity_Flag,Geo_Anomaly_Flag,Risk_Amount_Interaction
138.97,1,92280.9,4,0,2,0.0,0.0,6.0,234.63,4.0,0,187.0,1599.08,2,0.0034,1.0,1,47501,3,1,1,0.0015059291150268906,0,0,0,0.472498
20.41,2,26571.15,4,1,4,0.0,0.0,9.0,425.61,4.0,2,177.0,4971.29,3,0.3094,1.0,1,48823,10,1,1,0.0007680974253118396,0,0,1,6.314854
15.13,2,35956.46,4,4,2,0.0,0.0,8.0,106.51,1.0,2,163.0,1724.79,2,0.1424,1.0,0,47703,10,1,1,0.0004207749935618367,0,0,0,2.154512
357.06,2,42856.3,3,4,3,1.0,0.0,13.0,388.44,0.0,2,133.0,2640.91,2,0.8356,0.0,0,14184,9,1,2,0.008331369451645344,1,0,0,298.359336
78.03,3,22816.25,4,1,5,0.0,0.0,4.0,387.72,0.0,0,164.0,2190.14,3,0.7593,0.0,0,1678,11,1,1,0.0034197810866778426,0,0,0,59.248179
251.08,1,52152.46,2,3,2,0.0,0.0,3.0,405.92,4.0,2,26.0,2145.5,1,0.4467,0.0,1,46758,6,1,2,0.004814253934446536,1,0,0,112.157436
115.2,3,73512.82,2,0,2,0.0,0.0,1.0,16.24,4.0,0,235.0,2706.17,2,0.5077,0.0,1,36068,19,1,1,0.0015670522903040542,0,0,0,58.48704000000001
247.82,3,93185.42,3,4,2,0.0,0.0,1.0,430.29,0.0,3,114.0,3836.86,1,0.1911,1.0,0,4033,17,1,1,0.0026594003718567578,1,0,0,47.358402
19.11,2,10164.25,2,0,1,0.0,0.0,6.0,108.2,2.0,2,166.0,1281.01,2,0.8409,1.0,0,72722,16,1,1,0.0018799340891763605,0,0,0,16.069599
31.42,3,48290.23,0,3,3,0.0,0.0,14.0,194.57,0.0,3,180.0,2370.69,2,0.5452,0.0,0,44692,2,1,1,0.0006506357365509224,0,1,0,17.130184
83.2,3,28285.76,0,2,5,0.0,0.0,2.0,448.3,0.0,1,231.0,3611.08,0,0.9544,1.0,1,64926,1,1,2,0.0029413054022447253,0,0,0,79.40608
1.86,2,93172.51,3,4,3,0.0,0.0,9.0,225.58,1.0,2,137.0,2109.22,1,0.9261,0.0,1,57956,18,1,1,1.9962755508513097e-05,0,0,0,1.7225460000000001
5.22,1,55119.31,2,0,1,0.0,0.0,13.0,187.71,4.0,0,236.0,1996.32,2,0.522,1.0,1,28778,5,1,2,9.470193473149915e-05,0,0,0,2.72484
151.2,2,78015.23,3,0,5,0.0,0.0,5.0,209.96,4.0,0,121.0,788.9,0,0.2354,1.0,1,57748,4,1,2,0.0019380582732592948,0,0,0,35.592479999999995
150.97,3,43188.03,2,4,2,0.0,0.0,1.0,227.96,1.0,0,195.0,1937.1,2,0.2085,1.0,0,38940,5,1,1,0.0034955635725090377,0,0,0,31.477245
43.24,2,11798.76,1,1,3,0.0,0.0,11.0,446.02,3.0,3,85.0,532.27,0,0.8326,1.0,0,72535,23,1,1,0.0036644813114843013,0,0,0,36.001624
50.1,2,3025.47,3,1,4,0.0,0.0,13.0,44.16,1.0,2,71.0,3312.77,0,0.8909,1.0,1,31881,4,1,2,0.01655393907753918,0,0,0,44.63409
24.26,1,6341.93,0,2,0,0.0,0.0,12.0,137.54,3.0,2,46.0,2741.07,2,0.5084,0.0,0,33647,5,1,1,0.0038247308420556432,0,0,0,12.333784
181.91,1,97642.39,4,0,5,0.0,0.0,13.0,97.33,0.0,1,144.0,1187.66,1,0.4841,0.0,0,61431,8,1,2,0.0018630037322546872,0,0,0,88.062631
22.12,2,34514.54,0,2,2,0.0,0.0,14.0,424.32,3.0,0,14.0,3572.18,2,0.3541,1.0,0,22242,7,1,2,0.0006408707498129828,0,1,0,7.832692000000001
14.88,2,60482.48,0,2,0,0.0,0.0,11.0,469.79,2.0,2,51.0,4997.68,2,0.3019,0.0,0,66522,11,1,1,0.0002460175902577034,0,0,1,4.492272
53.49,2,25091.57,3,4,5,0.0,0.0,1.0,168.57,1.0,1,152.0,1831.66,1,0.4911,1.0,0,54715,13,1,1,0.002131706716370623,0,0,0,26.268939
540.05,1,79817.59,4,3,5,0.0,0.0,1.0,489.4,3.0,0,184.0,3285.03,3,0.2205,1.0,0,54200,12,1,1,0.0067659676774545876,1,0,0,119.081025
120.96,1,6707.25,1,4,2,0.0,0.0,12.0,377.2,4.0,0,231.0,1112.58,3,0.2237,0.0,1,51159,15,1,1,0.01803152834196698,0,0,0,27.058752
11.18,3,2143.68,0,4,0,0.0,0.0,13.0,299.08,2.0,3,37.0,3846.83,0,0.7472,0.0,0,20673,3,1,1,0.005212898894007498,0,0,0,8.353696
386.69,1,87218.16,3,3,3,0.0,0.0,5.0,27.83,4.0,3,193.0,4045.26,2,0.6141,1.0,1,42103,18,1,1,0.004433544189143762,1,0,0,237.466329
128.4,3,57896.48,2,0,3,0.0,0.0,10.0,290.43,2.0,3,170.0,531.67,1,0.4366,0.0,0,20579,2,1,1,0.0022177131025391777,0,0,0,56.05944
272.94,1,26328.97,1,1,3,0.0,0.0,10.0,316.51,1.0,0,122.0,3491.53,1,0.2858,0.0,0,45679,19,1,1,0.010366134104976192,1,0,0,78.006252
27.24,1,86949.57,3,3,3,0.0,1.0,1.0,403.68,4.0,2,142.0,2320.53,2,0.1859,0.0,1,27621,4,1,2,0.00031328144254833516,0,0,0,5.063916
67.63,0,56520.82,4,4,2,0.0,0.0,3.0,64.97,4.0,3,89.0,798.16,0,0.2684,1.0,1,55089,8,1,2,0.0011965290572738103,0,0,0,18.151892
133.26,2,17237.69,3,2,4,0.0,0.0,2.0,390.09,3.0,1,6.0,1687.4,0,0.1902,0.0,0,48370,6,1,2,0.007730285769974401,0,0,0,25.346052
60.66,1,1280.25,2,4,5,0.0,0.0,12.0,100.96,4.0,0,198.0,2961.03,2,0.9425,1.0,1,27866,9,1,1,0.04734439024390243,0,0,0,57.17205
41.07,3,14229.83,0,2,1,0.0,0.0,9.0,427.66,0.0,3,139.0,1845.46,1,0.1977,0.0,0,16970,3,1,2,0.0028859876760526267,0,0,0,8.119539
66.62,0,61327.34,2,4,1,0.0,0.0,4.0,212.4,4.0,3,54.0,1601.29,1,0.7915,0.0,1,56972,13,1,1,0.0010862840898677513,0,0,0,52.72973
9.97,3,6281.71,1,3,0,0.0,0.0,6.0,159.55,0.0,0,92.0,3243.98,1,0.8479,0.0,0,34512,6,1,1,0.0015868948272321976,0,0,0,8.453563
195.92,3,41544.17,4,2,2,0.0,0.0,12.0,160.06,3.0,1,63.0,4274.46,2,0.6613,0.0,0,26050,3,1,1,0.004715830985888372,0,0,0,129.561896
144.63,0,93667.02,2,1,3,0.0,0.0,13.0,142.51,3.0,1,3.0,1209.71,0,0.3262,0.0,0,35958,2,1,2,0.0015440702173484609,0,0,0,47.178306
106.45,1,16888.74,0,3,3,0.0,0.0,12.0,263.57,3.0,1,36.0,2425.44,2,0.999,0.0,1,4736,10,1,1,0.006302642906285117,0,0,0,106.34355000000001
19.19,2,94570.52,2,2,1,0.0,0.0,6.0,68.15,0.0,3,73.0,4507.19,2,0.9434,1.0,1,22799,20,1,1,0.00020291521168317903,0,0,1,18.103846
122.08,2,97402.42,1,0,0,1.0,0.0,11.0,59.95,4.0,2,209.0,1647.45,3,0.9796,1.0,1,7525,8,1,1,0.0012533440817581148,0,0,0,119.589568
43.63,1,69589.26,1,1,2,0.0,0.0,9.0,56.33,3.0,1,152.0,1241.95,1,0.3209,0.0,0,58321,7,1,2,0.0006269555538375629,0,0,0,14.000867000000001
266.88,0,96862.33,2,2,1,1.0,0.0,9.0,494.28,3.0,1,67.0,3173.71,1,0.9597,0.0,1,68548,4,1,2,0.0027552222290933006,1,0,0,256.124736
46.81,1,71901.96,3,4,2,0.0,0.0,4.0,111.14,4.0,2,83.0,2829.34,1,0.5406,0.0,1,27787,1,1,2,0.0006510163142101521,0,0,0,25.305486
265.87,1,40379.32,0,2,4,0.0,0.0,7.0,279.6,0.0,3,16.0,2639.87,1,0.781,0.0,0,39830,7,1,2,0.006584147921561791,1,0,0,207.64447
114.66,3,8309.46,4,0,2,0.0,0.0,5.0,171.89,1.0,1,122.0,3799.44,0,0.1469,1.0,0,53225,5,1,1,0.013797070198280241,0,0,0,16.843554
3.86,0,84827.69,0,2,5,0.0,0.0,13.0,327.31,4.0,3,149.0,4464.38,0,0.0896,0.0,1,58146,1,1,1,4.550347294058177e-05,0,0,0,0.345856
53.47,1,46497.75,2,4,3,0.0,0.0,1.0,443.45,0.0,0,8.0,2257.9,0,0.9382,0.0,1,10648,23,1,1,0.001149923385037232,0,0,0,50.165554
75.43,1,6648.17,0,4,5,0.0,0.0,8.0,214.29,3.0,2,177.0,2276.74,2,0.1318,0.0,0,40825,1,1,2,0.011344273044605568,0,0,0,9.941674
110.76,1,16468.76,2,4,3,0.0,0.0,6.0,469.65,0.0,0,204.0,741.96,1,0.1717,0.0,0,40347,3,1,1,0.006725052459780835,0,0,0,19.017492
113.05,0,8375.51,1,1,0,0.0,0.0,1.0,387.36,1.0,0,36.0,3018.87,2,0.9746,1.0,1,61144,12,1,1,0.013496074140662399,0,0,0,110.17853
38.03,2,20777.79,3,1,2,1.0,0.0,8.0,135.7,1.0,1,43.0,97.15,3,0.1078,0.0,0,24273,22,1,1,0.0018302316929907853,0,0,0,4.099634
23.31,0,30175.26,1,3,1,0.0,0.0,13.0,146.36,3.0,1,112.0,832.05,0,0.2327,0.0,0,25337,4,1,2,0.0007724615310180917,0,0,0,5.424237
16.82,1,37430.57,1,1,3,0.0,0.0,9.0,235.94,4.0,3,35.0,3675.46,1,0.5967,1.0,1,27398,7,1,2,0.00044935331325936907,0,0,0,10.036494000000001
15.06,2,47081.38,4,0,4,0.0,0.0,11.0,346.33,4.0,1,50.0,210.99,2,0.9972,0.0,1,46809,5,1,1,0.000319864883635874,0,0,0,15.017832
369.9,0,61781.0,3,0,5,0.0,0.0,7.0,406.85,1.0,3,168.0,907.77,3,0.1788,0.0,0,14605,14,1,1,0.005987180732252112,1,0,0,66.13811999999999
54.21,3,73410.99,4,3,0,0.0,0.0,4.0,457.19,2.0,1,71.0,4585.66,1,0.7607,1.0,0,9748,4,1,2,0.0007384352338085373,0,0,1,41.237547000000006
114.87,0,19165.35,2,0,0,0.0,0.0,9.0,38.71,4.0,2,36.0,848.49,0,0.2648,1.0,1,65762,9,1,2,0.005993316411314622,0,0,0,30.417576
9.81,0,77403.77,2,3,3,0.0,0.0,3.0,285.64,1.0,0,153.0,778.52,2,0.0351,0.0,0,73416,2,1,2,0.00012673637554894872,0,0,0,0.344331
69.79,3,38556.51,4,0,0,0.0,0.0,11.0,374.91,1.0,1,116.0,2318.8,1,0.8146,1.0,0,37993,18,1,1,0.0018100235207097139,0,0,0,56.850934
4.87,1,10260.84,4,2,0,0.0,0.0,7.0,154.34,4.0,3,108.0,460.32,2,0.44,0.0,1,49404,2,1,2,0.0004745737606511113,0,0,0,2.1428000000000003
365.03,2,84022.56,3,3,0,0.0,0.0,11.0,40.63,1.0,2,138.0,2809.9,1,0.2316,0.0,0,894,12,1,1,0.004344376743856127,1,0,0,84.540948
6.6,2,63789.71,2,2,4,0.0,0.0,13.0,76.21,2.0,1,14.0,1875.14,2,0.9796,0.0,1,36448,2,1,2,0.00010346334129217248,0,0,0,6.4653599999999996
28.21,1,47458.2,3,2,0,0.0,0.0,7.0,128.58,2.0,3,193.0,2615.67,2,0.2984,1.0,0,59089,16,1,1,0.0005944052997100668,0,0,0,8.417864
97.12,3,41223.5,3,2,5,0.0,0.0,4.0,436.75,4.0,3,4.0,2330.73,3,0.4287,1.0,1,18902,6,1,1,0.0023558806049800486,0,0,0,41.635344
68.11,2,19728.0,2,1,1,0.0,0.0,7.0,303.3,4.0,2,15.0,86.0,1,0.9877,0.0,1,1291,23,1,1,0.003452278371939784,0,0,0,67.27224700000001
186.27,0,42678.92,2,1,4,0.0,0.0,12.0,105.14,4.0,0,73.0,1577.75,2,0.8526,1.0,1,1211,2,1,1,0.004364347449573477,0,0,0,158.813802
308.12,0,89714.66,1,0,4,0.0,0.0,4.0,448.88,4.0,3,46.0,213.93,2,0.7971,0.0,1,11676,17,1,1,0.0034344059888764124,1,0,0,245.602452
117.27,2,45048.21,2,1,0,0.0,0.0,7.0,20.63,0.0,0,65.0,840.73,1,0.7756,0.0,0,6091,22,1,1,0.002603153307238906,0,0,0,90.954612
125.58,3,38554.02,0,0,1,0.0,0.0,9.0,407.19,2.0,2,70.0,2328.14,2,0.406,0.0,0,28834,5,1,1,0.00325716339921494,0,0,0,50.98548
46.33,2,35316.78,3,3,0,0.0,0.0,1.0,41.19,4.0,0,34.0,3566.12,1,0.4139,0.0,1,69882,6,1,2,0.0013118038563012737,0,0,0,19.175987
173.69,1,34136.85,0,3,3,0.0,0.0,12.0,173.45,3.0,0,170.0,4025.16,2,0.0568,0.0,0,54483,2,1,2,0.005087900966229566,0,0,0,9.865592000000001
49.58,1,87825.97,2,1,4,0.0,0.0,7.0,391.22,0.0,1,165.0,596.79,1,0.6599,0.0,0,61110,10,1,1,0.0005645190765433442,0,0,0,32.717842
9.81,3,33668.55,3,4,3,0.0,0.0,5.0,208.21,1.0,0,216.0,996.48,1,0.3928,0.0,0,63614,1,1,1,0.0002913611854034283,0,0,0,3.853368
17612.100000000002,1,29622.84,2,4,0,0.0,1.0,14.0,421.08,1.0,1,214.0,2927.77,0,0.9548,1.0,1,17546,18,1,1,0.5945245450961119,1,1,0,16816.03308
64.93,2,6989.61,4,1,4,0.0,0.0,10.0,85.29,4.0,3,239.0,1567.18,0,0.4166,0.0,1,15623,15,1,1,0.009288173707301653,0,0,0,27.049838000000005
74.35,2,65910.83,0,3,3,1.0,0.0,14.0,278.76,2.0,2,39.0,4841.31,3,0.6736,1.0,0,30210,1,1,1,0.0011280220864752198,0,1,1,50.082159999999995
116.22,2,84641.01,4,1,4,0.0,0.0,13.0,375.37,1.0,2,24.0,580.5,2,0.3648,0.0,0,68317,5,1,1,0.0013730770334967235,0,0,0,42.397056
133.62,2,4583.47,0,2,3,0.0,0.0,2.0,184.71,1.0,2,72.0,1885.74,1,0.5392,0.0,0,58008,8,1,1,0.029146226281336774,0,0,0,72.047904
4.81,0,72458.44,1,1,3,0.0,0.0,13.0,301.65,2.0,0,228.0,2461.41,1,0.987,0.0,1,45356,20,1,1,6.638196486199727e-05,0,0,0,4.74747
30.69,2,6783.39,2,0,3,0.0,0.0,1.0,35.43,4.0,2,229.0,1930.95,3,0.6279,1.0,1,24467,0,1,1,0.004523619662195127,0,0,0,19.270251000000002
204.88,3,19377.27,3,1,1,0.0,0.0,5.0,114.21,4.0,0,87.0,4694.3,2,0.5902,0.0,1,36345,21,1,1,0.010572667219519596,0,0,1,120.92017599999998
60.44,3,73168.09,2,1,1,0.0,0.0,13.0,388.24,0.0,0,16.0,2237.83,3,0.4319,1.0,0,8141,3,1,2,0.0008260318667349833,0,0,0,26.104036
198.22,1,10647.9,2,1,2,0.0,0.0,10.0,176.19,1.0,3,72.0,4361.05,0,0.5479,1.0,0,15411,7,1,2,0.01861412915888026,0,0,0,108.60473800000001
204.02,3,10994.53,4,2,3,0.0,0.0,9.0,392.76,4.0,2,58.0,1200.78,2,0.6155,0.0,1,65304,18,1,1,0.018554812728445103,0,0,0,125.57431000000001
27.95,2,31856.23,1,1,0,0.0,0.0,3.0,92.99,1.0,3,153.0,3103.64,3,0.8563,1.0,1,61852,12,1,1,0.0008773518601585888,0,0,0,23.933584999999997
51.52,0,45044.35,1,4,3,0.0,0.0,9.0,403.41,4.0,2,205.0,185.51,1,0.7206,0.0,1,1207,9,1,2,0.001143736256905541,0,0,0,37.125312
86.76,3,67424.08,0,1,0,0.0,0.0,4.0,434.87,0.0,0,169.0,3542.47,1,0.3394,0.0,0,60439,3,1,1,0.0012867615433307606,0,0,0,29.446344
103.98,3,28089.3,3,3,5,1.0,0.0,8.0,136.53,3.0,1,83.0,830.73,0,0.6946,0.0,0,72006,7,1,2,0.0037016336600178713,0,0,0,72.224508
78.87,3,4304.16,0,1,4,1.0,0.0,3.0,486.14,3.0,2,96.0,4256.21,3,0.7841,0.0,0,30156,3,1,2,0.018319876613180464,0,0,0,61.841967000000004
87.27,0,1183.56,1,0,3,0.0,0.0,13.0,407.28,3.0,1,151.0,2171.11,0,0.371,0.0,0,43549,1,1,1,0.07367292496792058,0,0,0,32.37717
58.17,2,73623.56,2,3,2,0.0,0.0,11.0,311.37,0.0,1,130.0,2130.36,3,0.4495,0.0,0,39208,12,1,1,0.0007900896114014128,0,0,0,26.147415000000002
25.25,3,95567.31,4,4,2,0.0,1.0,1.0,409.49,4.0,0,155.0,2543.63,2,0.6421,0.0,1,50891,3,1,1,0.0002642089203000451,0,0,0,16.213025000000002
287.42,1,84192.65,3,2,2,0.0,0.0,6.0,487.8,1.0,2,24.0,1613.28,3,0.7316,0.0,0,53911,8,1,2,0.0034137966461841246,1,0,0,210.276472
50.85,3,71322.73,0,0,3,0.0,0.0,9.0,154.82,2.0,3,35.0,2227.49,1,0.4624,0.0,0,7747,6,1,2,0.0007129464485382355,0,0,0,23.51304
31.54,3,31476.08,0,2,5,0.0,0.0,9.0,227.2,4.0,1,225.0,3269.84,2,0.8013,0.0,1,12093,0,1,2,0.0010019989147659184,0,0,0,25.273001999999998
106.78,3,14622.7,3,3,3,0.0,0.0,14.0,193.89,3.0,2,210.0,4560.29,0,0.9871,0.0,1,34574,1,1,1,0.007301845634141838,0,1,1,105.40253799999999
85.01,0,99571.94,2,2,5,0.0,0.0,2.0,170.02,0.0,0,176.0,3009.94,1,0.994,0.0,1,36181,3,1,1,0.0008537460077004857,0,0,0,84.49994000000001
31.59,3,19935.89,4,2,2,0.0,0.0,11.0,207.81,4.0,3,166.0,2095.99,0,0.0971,0.0,1,433,13,1,1,0.001584499889401005,0,0,0,3.0673890000000004
82.39,0,99204.02,4,4,3,0.0,0.0,7.0,394.94,1.0,0,196.0,2884.62,0,0.9954,0.0,1,18315,19,1,1,0.0008305023274023834,0,0,0,82.011006
104.34,2,45342.05,2,3,2,0.0,0.0,3.0,128.18,2.0,0,94.0,3992.76,3,0.368,1.0,0,39845,19,1,1,0.0023011244281097103,0,0,0,38.39712
24.27,0,49187.52,3,0,5,0.0,1.0,3.0,283.4,4.0,0,85.0,4505.48,0,0.5862,0.0,1,53198,2,1,1,0.0004934078114161597,0,0,1,14.227074000000002
129.76,3,36864.94,2,1,5,0.0,0.0,10.0,232.1,0.0,0,216.0,41.78,2,0.747,0.0,0,41450,8,1,2,0.0035197800462974764,0,0,0,96.93072
334.45,1,59206.13,4,2,2,0.0,0.0,8.0,387.41,4.0,3,154.0,1987.4,0,0.7138,1.0,1,10570,15,1,1,0.005648812904797108,1,0,0,238.73040999999998
28.01,3,90328.55,3,0,3,0.0,0.0,10.0,97.32,0.0,3,18.0,2130.88,2,0.7342,0.0,0,4776,20,1,1,0.0003100867877676796,0,0,0,20.564942
32.6,1,65511.01,1,4,3,0.0,0.0,1.0,63.82,1.0,0,143.0,4122.61,2,0.6638,0.0,0,12764,21,1,1,0.0004976186809105689,0,0,0,21.639879999999998
78.36,3,34429.93,2,2,0,0.0,0.0,10.0,343.91,2.0,1,24.0,4691.35,1,0.8029,0.0,0,10780,14,1,1,0.0022758606868882136,0,0,1,62.915243999999994
3.95,0,87784.04,0,1,0,0.0,0.0,2.0,352.25,3.0,2,59.0,2194.42,3,0.484,0.0,0,12348,8,1,1,4.4996277270022325e-05,0,0,0,1.9118
90.69,1,3370.98,2,4,4,0.0,0.0,4.0,240.41,3.0,2,135.0,1402.85,3,0.0008,1.0,0,64211,7,1,2,0.026895177314218945,0,0,0,0.072552
142.79,0,38657.51,0,2,0,0.0,0.0,6.0,456.86,4.0,1,58.0,1829.29,1,0.9017,0.0,1,60229,15,1,1,0.0036936239911988327,0,0,0,128.753743
327.94,3,90383.71,2,4,4,0.0,0.0,5.0,131.22,1.0,0,55.0,4387.43,1,0.2402,1.0,0,37729,5,1,2,0.0036282685423231426,1,0,0,78.771188
17.5,0,69419.39,4,1,3,0.0,0.0,5.0,331.74,2.0,2,18.0,1529.81,2,0.0396,1.0,0,59272,10,1,1,0.0002520873190139093,0,0,0,0.6930000000000001
32.17,2,14670.03,4,3,0,0.0,1.0,10.0,135.04,3.0,1,210.0,1989.22,3,0.4784,0.0,0,35957,17,1,1,0.0021927567457772222,0,0,0,15.390128
227.55,0,5938.73,1,3,1,0.0,0.0,11.0,433.16,1.0,3,229.0,4652.44,1,0.7665,0.0,0,23586,5,1,1,0.038309822163633704,0,0,1,174.417075
123.51,1,11074.21,2,2,1,0.0,0.0,12.0,243.92,4.0,3,120.0,3983.24,0,0.1377,0.0,1,2168,15,1,1,0.011151933010751038,0,0,0,17.007327
272.83,3,35217.18,2,4,5,0.0,0.0,12.0,160.06,3.0,3,157.0,4818.97,3,0.9174,1.0,1,70795,7,1,2,0.0077468512001471965,1,0,1,250.294242
62.33,1,67437.0,3,2,4,0.0,0.0,11.0,122.96,4.0,3,224.0,3732.03,3,0.5404,0.0,1,22452,14,1,1,0.0009242563539844004,0,0,0,33.683132
13.22,3,5599.0,4,0,0,0.0,0.0,7.0,462.34,3.0,0,89.0,2818.65,2,0.8008,0.0,0,42827,7,1,2,0.002360714285714286,0,0,0,10.586575999999999
180.05,3,83080.71,1,2,2,0.0,0.0,10.0,392.38,0.0,1,85.0,3666.05,1,0.893,1.0,1,48838,17,1,1,0.0021671436468989383,0,0,0,160.78465
20.91,3,65385.74,2,4,0,0.0,0.0,5.0,255.57,4.0,1,26.0,88.21,3,0.2878,0.0,1,70497,2,1,2,0.00031978960871883197,0,0,0,6.017898
23.44,0,39323.34,1,1,3,1.0,0.0,12.0,460.65,0.0,1,163.0,1409.14,0,0.2028,0.0,0,26273,9,1,1,0.0005960684909142786,0,0,0,4.7536320000000005
111.97,0,22625.35,3,0,4,0.0,0.0,13.0,192.55,4.0,1,27.0,1284.16,0,0.3346,1.0,1,13434,23,1,1,0.004948654997381372,0,0,0,37.465162
93.52,0,30104.73,2,2,3,0.0,0.0,12.0,421.36,4.0,2,32.0,3412.23,0,0.9113,0.0,1,7798,5,1,2,0.0031063853957369577,0,0,0,85.22477599999999
58.79,3,18884.37,2,0,1,0.0,0.0,9.0,244.35,0.0,3,163.0,4731.13,1,0.4132,0.0,0,2673,8,1,2,0.003112991696747271,0,0,1,24.292028000000002
183.46,2,70176.03,4,0,2,0.0,0.0,7.0,192.01,3.0,3,224.0,2022.49,0,0.9634,0.0,1,6681,2,1,2,0.002614245715442788,0,0,0,176.74536400000002
157.82,0,91333.14,0,2,0,0.0,0.0,5.0,109.66,2.0,1,220.0,887.49,2,0.1911,0.0,0,25916,15,1,1,0.00172794094300335,0,0,0,30.159401999999996
56.14,0,69507.55,0,1,1,0.0,1.0,14.0,344.6,2.0,3,164.0,4030.05,0,0.9932,1.0,1,3258,9,1,1,0.0008076704232788628,0,1,0,55.758248
404.84,0,65062.94,2,3,2,0.0,0.0,14.0,82.34,1.0,0,150.0,4428.55,2,0.8266,1.0,0,7217,15,1,1,0.006222186974843515,1,1,0,334.640744
0.38,3,87469.81,3,1,3,0.0,0.0,13.0,169.09,1.0,2,169.0,2338.61,2,0.8703,0.0,1,17663,14,1,1,4.344306403473342e-06,0,0,0,0.330714
0.73,1,50992.28,0,0,5,0.0,0.0,1.0,85.22,3.0,0,173.0,2234.7,0,0.275,0.0,0,22991,22,1,1,1.4315611782572135e-05,0,0,0,0.20075
33.97,2,81738.1,0,4,1,0.0,0.0,4.0,287.72,1.0,1,179.0,916.19,0,0.9116,0.0,1,11014,7,1,2,0.00041559058027308834,0,0,0,30.967052
130.0,1,54064.14,0,3,1,0.0,0.0,14.0,158.83,2.0,3,43.0,2381.26,2,0.3531,0.0,0,57459,1,1,2,0.0024045068596881465,0,1,0,45.903000000000006
116.15,1,79310.16,4,2,2,0.0,0.0,14.0,267.78,4.0,2,120.0,375.04,3,0.8443,0.0,1,37151,6,1,1,0.0014644849476416685,0,1,0,98.06544500000001
334.87,0,46203.54,0,2,3,0.0,0.0,4.0,424.9,0.0,3,44.0,1451.21,2,0.2631,0.0,0,23573,11,1,1,0.0072475561925299985,1,0,0,88.104297
153.47,3,46538.18,4,1,1,0.0,0.0,14.0,476.13,1.0,0,119.0,713.47,3,0.6913,1.0,0,49998,21,1,1,0.0032976515701393966,0,1,0,106.093811
28.43,1,67553.46,2,3,3,0.0,0.0,14.0,37.21,2.0,2,8.0,4073.06,3,0.9741,0.0,1,15799,0,1,2,0.0004208456406875282,0,1,0,27.693662999999997
168.46,3,1086.38,3,4,1,0.0,0.0,7.0,445.66,2.0,0,206.0,1997.19,0,0.1259,1.0,0,29847,22,1,1,0.15492284206073312,0,0,0,21.209114000000003
1.82,3,48102.13,1,4,2,0.0,0.0,2.0,449.09,3.0,2,166.0,3452.59,0,0.1802,0.0,0,41942,7,1,2,3.783537578531792e-05,0,0,0,0.32796400000000003
110.52,2,67140.32,4,4,3,0.0,0.0,6.0,25.26,2.0,2,202.0,2561.7,1,0.8694,0.0,1,13564,3,1,2,0.0016460802379220424,0,0,0,96.08608799999999
32.46,3,53978.92,1,1,5,0.0,1.0,2.0,455.26,4.0,3,35.0,3203.13,2,0.5895,1.0,1,63295,1,1,1,0.0006013347185397829,0,0,0,19.135170000000002
34.31,2,56811.07,2,4,5,0.0,0.0,6.0,466.21,1.0,3,50.0,2729.29,0,0.2976,1.0,0,41048,20,1,1,0.0006039209625701018,0,0,0,10.210656
29.77,1,6007.78,3,4,2,0.0,0.0,14.0,76.9,1.0,3,131.0,2296.84,1,0.9822,0.0,1,33658,12,1,1,0.004954416703557128,0,1,0,29.240094
127.12,0,44092.42,4,1,0,0.0,0.0,3.0,321.73,3.0,0,152.0,1186.41,1,0.4775,0.0,0,67259,12,1,1,0.0028829698399443727,0,0,0,60.699799999999996
146.47,3,61513.14,1,0,0,0.0,0.0,4.0,265.69,4.0,0,135.0,2184.08,2,0.6201,0.0,1,22478,3,1,2,0.0023810785617745774,0,0,0,90.826047
3.58,1,31995.9,4,1,1,0.0,0.0,8.0,273.52,2.0,2,229.0,2383.63,2,0.6892,0.0,0,41301,5,1,2,0.00011188583894064737,0,0,0,2.467336
59.93,1,16258.82,0,2,3,1.0,0.0,10.0,377.58,0.0,0,145.0,3859.82,0,0.3013,1.0,0,70877,22,1,1,0.00368577265922993,0,0,0,18.056909
6.85,3,99127.49,1,4,2,0.0,0.0,12.0,231.92,4.0,2,52.0,1670.42,3,0.6834,0.0,1,40788,21,1,1,6.910223286968257e-05,0,0,0,4.68129
88.41,1,92538.85,3,3,4,0.0,0.0,4.0,202.27,1.0,3,72.0,1743.78,3,0.792,0.0,0,29985,14,1,1,0.0009553721991120581,0,0,0,70.02072
1.83,3,80110.9,4,1,2,0.0,0.0,6.0,284.07,3.0,2,155.0,2097.19,0,0.6787,1.0,0,16952,9,1,2,2.2843048286209667e-05,0,0,0,1.242021
105.15,3,26425.77,2,2,1,0.0,0.0,8.0,429.97,3.0,3,27.0,4320.04,3,0.6078,0.0,0,28666,23,1,1,0.003978919860429406,0,0,0,63.91017
5.9,2,13175.96,1,1,3,0.0,0.0,4.0,141.45,1.0,3,224.0,623.15,3,0.197,0.0,0,55864,7,1,2,0.0004477512263830201,0,0,0,1.1623
